#rnasequencing #genomics #sequencing http://t.co/YWUunKdna1"
309352717296467968,2013-03-06 17:20:09 -0500,MediaTower,Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on ... - http://t.co/JIyZumYBiF
309363377145274369,2013-03-06 18:02:31 -0500,seandavis12,"#diigo: gkno Project, Thinking About RNA Seq Experimental Design for Measuring Differential Gene Expression: The Basics ..."
309367815759089664,2013-03-06 18:20:09 -0500,NewsStories24,Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on ... - http://t.co/aF2qzK87bU
309382916528562178,2013-03-06 19:20:10 -0500,NewsReactions,Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on ... - http://t.co/jojwC16nj0
309398016698220544,2013-03-06 20:20:10 -0500,PressOfficeEU,Press Alert: Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on ... http://t.co/a6JisrKFU6
309400007809843200,2013-03-06 20:28:04 -0500,evomics,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309404426894995456,2013-03-06 20:45:38 -0500,hylopsar,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309408605810085889,2013-03-06 21:02:14 -0500,ctitusbrown,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309409047671607297,2013-03-06 21:04:00 -0500,Vilya_SCW,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309409060531351552,2013-03-06 21:04:03 -0500,CrowdedHead,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309430665118617602,2013-03-06 22:29:54 -0500,BiologIT,EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection.: Publication Date: 2...  http://t.co/UbGGiA5TDx
309441169300000768,2013-03-06 23:11:38 -0500,davetangdotorg,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309454068789682176,2013-03-07 00:02:54 -0500,SEQquestions,RNA-seq and sense/antisense expression differences http://t.co/YN6lAh1mPh
309492165564837888,2013-03-07 02:34:17 -0500,rnomics,#RNA-Seq Reveals Activation of Both Common and Cytokine-Specific Pathways following Neutrophil Priming http://t.co/NHk4UF6Uaj #PLoS @MyEN
309504941922332674,2013-03-07 03:25:03 -0500,BiologyMag,http://t.co/W94HtbvFpE Determination of dosage compensation of the mammalian X chromosome by RNA-seq is... http://t.co/q7ixBTnIbX
309506753459019776,2013-03-07 03:32:15 -0500,zapata_f,RT @genetics_blog: Comprehensive evaluation of differential expression analysis methods for RNA-seq data http://t.co/A9DXPJ8UMU
309507202450853889,2013-03-07 03:34:02 -0500,Articles4Serps,RT @rnomics: #RNA-Seq Reveals Activation of Both Common and Cytokine-Specific Pathways following Neutrophil Priming http://t.co/NHk4UF6Uaj #PLoS @MyEN
309519725833101313,2013-03-07 04:23:47 -0500,XiaoyunS,RT @genetics_blog: Interpreting personal transcriptomes: personalized mechanism-scale profiling of RNA-seq data http://t.co/QgxjlNv5Lb #PSB13
309548668078399488,2013-03-07 06:18:48 -0500,renelaennec,RT @rnomics: #RNA-Seq Reveals Activation of Both Common and Cytokine-Specific Pathways following Neutrophil Priming http://t.co/NHk4UF6Uaj #PLoS @MyEN
309562078790819840,2013-03-07 07:12:05 -0500,Diane_McKenna_,"Canonical correlation analysis (CCA) for RNA-Seq co-expression networks 
309564864676917249,2013-03-07 07:23:09 -0500,Diane_McKenna_,"@Affymetrix will join panel discussion ""So what’s it to Be - Microarray or RNA-Seq?"" With @Roche @Novartis NIH Sanofi http://t.co/4kZ8MFPNYJ"
309567358836543488,2013-03-07 07:33:04 -0500,AgricultureMag,http://t.co/IQe9B65vbx RNA-Seq analysis discloses early senescence and nucleolar dysfunction triggered by... http://t.co/z5VYrcseDz
309604119742652416,2013-03-07 09:59:08 -0500,7thSpaceCom,News: Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on - http://t.co/GBvr3UQIOM
309626617108508673,2013-03-07 11:28:32 -0500,rnomics,A Robust Method for Transcript Quantification with #RNA-Seq Data.: A Robust Method for... http://t.co/RYfx6sRVx1 #JComputBiol #Pubmed @MyEN
309635279805874177,2013-03-07 12:02:58 -0500,Articles4Serps,RT @rnomics: A Robust Method for Transcript Quantification with #RNA-Seq Data.: A Robust Method for... http://t.co/RYfx6sRVx1 #JComputBiol #Pubmed @MyEN
309657078459400192,2013-03-07 13:29:35 -0500,Diane_McKenna_,RNA-Seq meeting group.  Please join if interested to know more and ask questions. http://t.co/E2IG8TKH5D
309662004094836737,2013-03-07 13:49:09 -0500,CancerComputeCl,"FN primary analysis done (RNA-seq, 2x51PE, hg18): TopHat: 113791122 aligned reads, 72.70% clonal; CuffLinks: OK"
309664855437238273,2013-03-07 14:00:29 -0500,CancerComputeCl,"HR primary analysis done (RNA-seq, 2x51PE, hg18): TopHat: 116689947 aligned reads, 74.13% clonal; CuffLinks: OK"
309666077728714752,2013-03-07 14:05:20 -0500,DrDuaneHassane,EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/p6d94L9SLp
309679413610561536,2013-03-07 14:58:20 -0500,CancerComputeCl,"HS primary analysis done (RNA-seq, 2x51PE, hg18): TopHat: 112977698 aligned reads, 76.23% clonal; CuffLinks: OK"
309679925894471680,2013-03-07 15:00:22 -0500,SAGRudd,A Robust Method for Transcript Quantification with RNA-Seq Data = #WellWorthReading @ http://t.co/jSMx1qLAlG
309686579859951616,2013-03-07 15:26:48 -0500,assemblathon,RT @DrDuaneHassane: EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/p6d94L9SLp
309688315622354944,2013-03-07 15:33:42 -0500,agroppi,RT @drduanehassane: EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/M9iS9c9Zgh
309713794844749824,2013-03-07 17:14:57 -0500,sjackman,RT @DrDuaneHassane: EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/p6d94L9SLp
309719440407281665,2013-03-07 17:37:23 -0500,evomics,RT @DrDuaneHassane: EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/p6d94L9SLp
309730903477858304,2013-03-07 18:22:56 -0500,biocomicals,Genetic screens: RNA-seq into the toolkit http://t.co/z6REFBNUnQ
309744465629810689,2013-03-07 19:16:50 -0500,LIFECorporation,"Free Webinar - #RNA-Seq: Methods, Tools, and Pipelines. http://t.co/IjkNLfDw9g"
309745513618608128,2013-03-07 19:20:59 -0500,eduardoarmienta,"RT @LIFECorporation: Free Webinar - #RNA-Seq: Methods, Tools, and Pipelines. http://t.co/IjkNLfDw9g"
309747941311127552,2013-03-07 19:30:38 -0500,IvanaRegina,"Free Webinar - RNA-Seq: Methods, Tools, and Pipelines | Life Technologies: http://t.co/Nihd8F0BJv"
309758609410121729,2013-03-07 20:13:02 -0500,rnomics,Canonical correlation analysis for #RNA-seq co-expression networks:... http://t.co/CaNmR6QTRu #rnomics_bioinfo @MyEN
309777791518375936,2013-03-07 21:29:15 -0500,MachaNikolski,RT @agroppi: RT @drduanehassane: EBARDenovo: Highly accurate de novo assembly of RNA-Seq with efficient chimera-detection http://t.co/M9iS9c9Zgh
309789816848003072,2013-03-07 22:17:02 -0500,rnomics,Comparative #RNA-seq Analysis in the Unsequenced Axolotl: The Oncogene Burst Highlights Early Gene... http://t.co/6fzuMY6HQj #PLoS @MyEN
309818259203567616,2013-03-08 00:10:03 -0500,nextgenseek,"@evolvability @dgmacarthur @girlscientist @notSoJunkDNA @OmicsOmicsBlog for sure, RNA-seq data is available"
309818923698761729,2013-03-08 00:12:42 -0500,notSoJunkDNA,@nextgenseek @evolvability RNA Seq of course but what about DNA? large structural variants? That may be the biggest limitation to ENCODE...
309820000359809024,2013-03-08 00:16:58 -0500,nextgenseek,@notSoJunkDNA @evolvability yes. here is the link to RNA-seq and other data from ENCODE
309848957985624064,2013-03-08 02:12:02 -0500,rnomics,A Robust Method for Transcript Quantification with #RNA-Seq Data | Abstract:... http://t.co/VuV7AKfY5T #rnomics_bioinfo @MyEN
309848962561605632,2013-03-08 02:12:04 -0500,rnomics,EBARDenovo: Highly accurate de novo assembly of #RNA-Seq with efficient chimera-detection:... http://t.co/l7324YIO87 #rnomics_bioinfo @MyEN
309920325682991104,2013-03-08 06:55:38 -0500,marklcrowe,"A few technical challenges on our RNA-Seq training course today. Got through OK in the end, leaving just one crashed server in our wake"
309981949940871170,2013-03-08 11:00:30 -0500,TiPSc_news,Pieterse etal put forward concepts critical for RNA-Seq data analysis and provide a generic tutorial with example datahttp://bit.ly/10fYMzC
309982486094548992,2013-03-08 11:02:38 -0500,laplap10,RT @TiPSc_news: Pieterse etal put forward concepts critical for RNA-Seq data analysis and provide a generic tutorial with example datahttp://bit.ly/10fYMzC
310000456132874240,2013-03-08 12:14:02 -0500,aemonten,RT @TiPSc_news: Pieterse etal put forward concepts critical for RNA-Seq data analysis and provide a generic tutorial with example datahttp://bit.ly/10fYMzC
310000725549776897,2013-03-08 12:15:07 -0500,pfanderson,RT @TiPSc_news: Pieterse etal put forward concepts critical for RNA-Seq data analysis and provide a generic tutorial with example datahttp://bit.ly/10fYMzC
310037008728879105,2013-03-08 14:39:17 -0500,rnomics,Determination of dosage compensation of the mammalian X... http://t.co/sVuWbhkPTP #Publications #RNASeq #sexchromosome #RNAseq @MyEN
310062939417747457,2013-03-08 16:22:20 -0500,illumina,LW - explains the power of RNA-seq in the investigation of his leukemia #fogm13
310084257030758400,2013-03-08 17:47:02 -0500,rnomics,PLOS Computational Biology: Comparative #RNA-seq Analysis in the Unsequenced Axolotl: The... http://t.co/Xr0vNot7zn #rnomics_bioinfo @MyEN
310098920535650304,2013-03-08 18:45:18 -0500,BiotechMarketer,.@illumina RNA-Seq FTW!
310118090639810560,2013-03-08 20:01:29 -0500,BioStarQuestion,RNA-Seq outputs of Reads and Hits http://t.co/jvJrkiPAXm
310123008356392961,2013-03-08 20:21:01 -0500,DrDanielSwan,Paper: Determination of dosage compensation of the mammalian X chromosome by RNA-seq is dependent on analytical... http://t.co/nJ44KtIeg8
310126220836745216,2013-03-08 20:33:47 -0500,david_enriquez,A Deep Sequencing Approach to Uncover the miRNOME in the Human Heart | RNA-Seq Blog http://t.co/Hdrigmsnyr
310189194494496768,2013-03-09 00:44:01 -0500,BioStarQuestion,SHRIMP2 for RNA-seq http://t.co/OkH78zQQne
310195882291236864,2013-03-09 01:10:36 -0500,JChrisPires,RT @BioStarQuestion: SHRIMP2 for RNA-seq http://t.co/OkH78zQQne
310195930643181569,2013-03-09 01:10:47 -0500,JChrisPires,SHRIMP2 for RNA-seq http://t.co/klqgyzYuQU #bioinformatics #genome
310216720860209153,2013-03-09 02:33:24 -0500,DrDuaneHassane,"Friday night .. thinking about Sir Ronald Fisher. Randomization, blocking, & replication apply to RNA-seq too.  http://t.co/5zHu9XdnZk"
310286043863736321,2013-03-09 07:08:52 -0500,ayaKT,@gaou_ak なるほど。では今後もしRNA-seqに必要なサンプル量がかなり減っていくとしたら、それにともなってタンパク量との相関関係も注意してみないといけない日が来るかも、ということですね。
310296262148755456,2013-03-09 07:49:28 -0500,ayaKT,@gaou_ak そうなのですね。ではむしろRNA-seqは微生物研究にむいてる、というか有用と言えるかもしれませんね。ありがとうございます。
310313572775362561,2013-03-09 08:58:15 -0500,n0rr,RT @ayaKT: @gaou_ak なるほど。では今後もしRNA-seqに必要なサンプル量がかなり減っていくとしたら、それにともなってタンパク量との相関関係も注意してみないといけない日が来るかも、ということですね。
310313744188207104,2013-03-09 08:58:56 -0500,n0rr,RT @ayaKT: @gaou_ak そうなのですね。ではむしろRNA-seqは微生物研究にむいてる、というか有用と言えるかもしれませんね。ありがとうございます。
310315802949722113,2013-03-09 09:07:07 -0500,John_Behoimi,RT @ayaKT: @gaou_ak そうなのですね。ではむしろRNA-seqは微生物研究にむいてる、というか有用と言えるかもしれませんね。ありがとうございます。
310324103284412417,2013-03-09 09:40:06 -0500,pfern,MIReStruC – an algorithm searching for miRNA structural clusters along a genome | RNA-Seq Blog | @scoopit http://t.co/n7R1ypzTQT
310371317830516736,2013-03-09 12:47:43 -0500,SEQquestions,RNA-seq data annotation http://t.co/HuEj4ltD56
310429467715698688,2013-03-09 16:38:47 -0500,drbachinsky,Determination of dosage compensation of the mammalian X chromosome by RNA-Seq is dependent on analytical approach - http://t.co/4czlf1aTyA
310456957721006080,2013-03-09 18:28:01 -0500,gauravjain49,Grape RNA-Seq computational pipeline for high-throughput RNA-Seq analysis #BigData #RNAseq #NGS #Bioinformatics http://t.co/Al4kK6ZKpm
310528935215648768,2013-03-09 23:14:02 -0500,rnomics,A comparison of methods for differential expression analysis of #RNA-seq data: Background: Finding... http://t.co/e3QMrOGfp8 #BMC @MyEN
310530552484728834,2013-03-09 23:20:27 -0500,BiologIT,"A comparison of methods for differential expression analysis of RNA-seq data: Background:
310530919746400256,2013-03-09 23:21:55 -0500,animesh1977,A comparison of methods for differential expression analysis of RNA-seq data http://t.co/WINybQS4Au
310575305993637888,2013-03-10 02:18:17 -0500,rnomics,arc#HIVe1 | Pearltrees: Mpileup for #RNA-Editing. #RNA Seq begining process. Confused about SOLiD... http://t.co/uRz2vNizEA #bing @MyEN
310591224824336385,2013-03-10 03:21:33 -0500,brent_p,comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310596247436283904,2013-03-10 03:41:30 -0500,notSoJunkDNA,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310619532781821952,2013-03-10 05:14:02 -0500,Life_Sciences_,http://t.co/39c57zLZkK A comparison of methods for differential expression analysis of RNA-seq data http://t.co/UsJuVq0Pzh
310628984977240064,2013-03-10 05:51:35 -0500,ElementoLab,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310645311502680064,2013-03-10 06:56:28 -0500,mikaelhuss,This document (p. 24 onwards) shows R code for running ~10 most popular RNA-seq diff expression analysis programs http://t.co/LD2D4lXqKt
310674679813783552,2013-03-10 08:53:10 -0500,braincode,RT @mikaelhuss: This document (p. 24 onwards) shows R code for running ~10 most popular RNA-seq diff expression analysis programs http://t.co/LD2D4lXqKt
310684100195401728,2013-03-10 09:30:36 -0500,JokeReumers,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310696639151083520,2013-03-10 10:20:25 -0500,chapmanb,RT @mikaelhuss: This document (p. 24 onwards) shows R code for running ~10 most popular RNA-seq diff expression analysis programs http://t.co/LD2D4lXqKt
310710885519851522,2013-03-10 11:17:02 -0500,ScienceIndex_,http://t.co/BblyNoSNR1 A comparison of methods for differential expression analysis of RNA-seq data http://t.co/7c64dvMRwl
310719747463454720,2013-03-10 11:52:15 -0500,4130chromo,"A comparison of methods for differential expression
310721562804355072,2013-03-10 11:59:28 -0500,pyblogme,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310734810593259520,2013-03-10 12:52:06 -0500,BioMickWatson,"MT @4130chromo A comparison of methods for differential expression
310756935362285568,2013-03-10 14:20:01 -0500,plasmidology,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310763580389736449,2013-03-10 14:46:25 -0500,SteveQinEmory,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
310765843317391360,2013-03-10 14:55:25 -0500,EduEyras,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310775327653761024,2013-03-10 15:33:06 -0500,gethappenic,"RNA-seq data analysis http://t.co/tn726YR85b at London, United Kingdom #London"
310805273520521216,2013-03-10 17:32:06 -0500,acfrazee,Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
310806299514376192,2013-03-10 17:36:10 -0500,fellgernon,RT @acfrazee: Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
310806868379443200,2013-03-10 17:38:26 -0500,Jose_Oliver,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310808070475374594,2013-03-10 17:43:13 -0500,StrictlyStat,RT @acfrazee: Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
310811248726011905,2013-03-10 17:55:50 -0500,SeqBench,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310811272478355458,2013-03-10 17:55:56 -0500,lexnederbragt,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310864505120907265,2013-03-10 21:27:28 -0500,kaylabailohayla,RT @acfrazee: Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
310876256247889920,2013-03-10 22:14:09 -0500,sjcockell,"setting off STAR RNA-Seq alignments, confident in the knowledge they'll all be done by the morning."
310883666467356672,2013-03-10 22:43:36 -0500,amrojasmendoza,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310906307697860608,2013-03-11 00:13:34 -0500,hmtme,A comparison of methods for differential expression analysis of RNA-seq data http://t.co/GW9jF8f5kw
310914067437088769,2013-03-11 00:44:24 -0500,riccombeni,Very nice paper combining #ChIP-seq and #RNA-seq in #Candida albicans http://t.co/QbDOZi6WY2
310914690270232576,2013-03-11 00:46:53 -0500,rvaerle,"RT @BioMickWatson: MT @4130chromo A comparison of methods for differential expression
310938264209080320,2013-03-11 02:20:33 -0500,masa_up,"List of RNA-Seq bioinformatics tools - Wikipedia, the free encyclopedia http://t.co/ieUUVMihb5"
310940062525308928,2013-03-11 02:27:42 -0500,yuifu,"RT @masa_up: List of RNA-Seq bioinformatics tools - Wikipedia, the free encyclopedia http://t.co/ieUUVMihb5"
310983875008540672,2013-03-11 05:21:48 -0500,siddnitr1,Differential expression RNA seq  http://t.co/BQwcJF9wDD
311010404706947072,2013-03-11 07:07:13 -0500,NucDiv,A comparison of methods for differential expression analysis of RNA-seq data http://t.co/VdGU715dDm @myen
311033230872702977,2013-03-11 08:37:55 -0500,drchriscole,RT @brent_p: comparison of RNA-seq DE methods:  http://t.co/irYkf2DAGa
311037610887888896,2013-03-11 08:55:19 -0500,FlyBaseDotOrg,Did you know FlyBase houses the modENCODE high-throughput RNA-seq data? Did you know it has it's own search tool? http://t.co/rT4QkSAHhw
311060738515021824,2013-03-11 10:27:13 -0500,smideros,RT @NucDiv: A comparison of methods for differential expression analysis of RNA-seq data http://t.co/VdGU715dDm @myen
311070169034272768,2013-03-11 11:04:42 -0500,jaredtsimpson,@drtkeane @BioMickWatson SGA doesn't support rna-seq :)
311070535851327488,2013-03-11 11:06:09 -0500,drtkeane,@jaredtsimpson @BioMickWatson Yea I just reread the post and realised OASES is RNA-seq
311098481785831424,2013-03-11 12:57:12 -0500,aemonten,RNA-Seq: revelation of the messengers http://t.co/FjaLSxXlMF
311101599093231616,2013-03-11 13:09:35 -0500,BioTattle,RT @aemonten: RNA-Seq: revelation of the messengers http://t.co/FjaLSxXlMF
311115399561355264,2013-03-11 14:04:26 -0500,xypan1232,RT @genetics_blog: Interpreting personal transcriptomes: personalized mechanism-scale profiling of RNA-seq data http://t.co/QgxjlNv5Lb #PSB13
311122810238009344,2013-03-11 14:33:53 -0500,jgiannopoulou,"""Epi"" day 2 starting! Second Monday of #Epiworkshop2013, with RNA-seq data analysis and next-gen seq visualization with IGV"
311149802555584513,2013-03-11 16:21:08 -0500,rnomics,Scotty - Power Analysis for #RNA Seq Experiments: http://t.co/jgS2DjdjZK posted by... http://t.co/JKlmpOLI27 #rnomics_bioinfo @MyEN
311160571187838976,2013-03-11 17:03:55 -0500,JChrisPires,RT @gauravjain49: Grape RNA-Seq computational pipeline for high-throughput RNA-Seq analysis #BigData #RNAseq #NGS #Bioinformatics http://t.co/Al4kK6ZKpm
311207725608607745,2013-03-11 20:11:18 -0500,Diane_McKenna_,"Enter the minds of the RNA-Seq experts from Bristol-Myers Squibb, Yale University, Merck, Genentech, Broad Institu…http://t.co/l870Wthg72"
311209564072714240,2013-03-11 20:18:36 -0500,Diane_McKenna_,Lead sponsor @Affymetrix will be hosting an evening networking drinks on 19 Jun Boston @ RNA-Seq meeting #sequencing http://t.co/Q9maegdmAX
311218867596836864,2013-03-11 20:55:34 -0500,bioinfosm,"11 methods,sample size the winner! #bmcbioinformatics comparison of differential expression analysis of #RNA-seq http://t.co/cOd0YQmP8l #NGS"
311276964885434368,2013-03-12 00:46:26 -0500,xguse,#w00t! My RNA-seq pipeline 'blacktie' (does tophat/cufflinks suite) now also generates SGE scripts for you! Almost release time! #openSource
311278240947924992,2013-03-12 00:51:30 -0500,animesh1977,RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates. (arXiv:1303.2411v1 [q-bio.GN]) http://t.co/ELDSEZJxZ8
311291579816087552,2013-03-12 01:44:30 -0500,ctitusbrown,"New arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/EAT9v5T7Jn"
311293789065060352,2013-03-12 01:53:17 -0500,nextgenseek,"RT @ctitusbrown: New arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/EAT9v5T7Jn"
311294462330535938,2013-03-12 01:55:58 -0500,emsweene57,RT @acfrazee: Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
311303664365076483,2013-03-12 02:32:31 -0500,simplystats,RT @acfrazee: Excited for #ENAR2013! RNA-seq talk Wednesday morning (104).
311345346963976192,2013-03-12 05:18:09 -0500,BioMickWatson,"MT @ctitusbrown arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/urkJtTlLXI"
311371558977413120,2013-03-12 07:02:19 -0500,EduEyras,"RT @ctitusbrown: New arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/EAT9v5T7Jn"
311383319059251200,2013-03-12 07:49:03 -0500,dzerbino,"RT @ctitusbrown: New arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/EAT9v5T7Jn"
311384142434680832,2013-03-12 07:52:19 -0500,lexnederbragt,"RT @ctitusbrown: New arXiv paper: ""RNA-Seq Mapping Errors When Using Incomplete Reference Transcriptomes of Vertebrates"" http://t.co/EAT9v5T7Jn"
311447572516577280,2013-03-12 12:04:22 -0500,genetics_blog,Optimizing de novo transcriptome assembly from short-read RNA-Seq data: a comparative study http://t.co/ac3BLDQ126
311448002529222657,2013-03-12 12:06:04 -0500,KatherineMejia,RT @genetics_blog: Optimizing de novo transcriptome assembly from short-read RNA-Seq data: a comparative study http://t.co/ac3BLDQ126
311455707306283008,2013-03-12 12:36:41 -0500,lexnederbragt,@ctitusbrown Regarding your RNA-seq paper http://t.co/DlH8jRzN83 you didn't consider mapping 2 a reference genome instead of transcriptome?
